GlyCosmos Lectin Number,Lectin Name,Short name,UniProt ID,PDB IDs,LfDB ID,Monosaccharide Specificity,Organism,Taxonomy ID,MCAW IDs
GL_002463,"Galactokinase","",P51570,"1WUU|6GR2|6Q3W|6Q3X|6Q8Z|6Q90|6Q91|6QJE|6ZFH|6ZGV|6ZGW|6ZGX|6ZGY|6ZGZ|6ZH0|7OZX|7RCL|7RCM|7S49|7S4C","","",Homo sapiens,9606,""
GL_002962,"Carbohydrate-binding domain-containing protein Cthe_2159","",A3DHD2,"4PEU|4PHB","","",Acetivibrio thermocellus ATCC 27405,203119,""
GL_004985,"PKHD-type hydroxylase A1S_0473","",A3M1Y4,"","","",Acinetobacter baumannii ATCC 17978,400667,""
GL_001704,"Malectin","",Q5FVQ4,"","","",Rattus norvegicus,10116,""
GL_003631,"ATP-dependent 6-phosphofructokinase 1","",Q9HGZ1,"","","",Aspergillus oryzae RIB40,510516,""
GL_002034,"L-selectin","",Q95237,"","","",Pan troglodytes,9598,""
GL_005159,"Prolyl 4-hydroxylase subunit alpha-1","",Q10576,"","","",Caenorhabditis elegans,6239,""
GL_004996,"PKHD-type hydroxylase PCC7424_1929","",B7KDQ8,"","","",Gloeothece citriformis PCC 7424,65393,""
GL_005064,"PKHD-type hydroxylase YbiX","",B2TVC6,"","","",Shigella boydii CDC 3083-94,344609,""
GL_003226,"Uncharacterized ABC transporter permease YknZ","",O31712,"","","",Bacillus subtilis subsp. subtilis str. 168,224308,""
GL_001175,"Vesicular integral-membrane protein VIP36","",Q9DBH5,"","","",Mus musculus,10090,""
GL_003594,"Glucose-6-phosphate isomerase","",Q7MUV9,"","","",Porphyromonas gingivalis W83,242619,""
GL_001581,"Glucans biosynthesis protein G","",B1J2R3,"","","",Pseudomonas putida W619,390235,""
GL_001797,"Pullulanase","",P07811,"2FGZ|2FH6|2FH8|2FHB|2FHC|2FHF","","",Klebsiella aerogenes,548,""
GL_005229,"PKHD-type hydroxylase YbiX","",B1X7D4,"","","",Escherichia coli str. K-12 substr. DH10B,316385,""
GL_002461,"Cholera enterotoxin subunit A","",P01555,"1S5B|1S5C|1S5D|1S5E|1S5F|1XTC|2A5D|2A5F|2A5G|8OXS|8QRE","","",Vibrio cholerae O1 biovar El Tor str. N16961,243277,""
GL_001938,"Galectin","",Q1W2P6,"4WVV|4WVW","","",Gallus gallus,9031,""
GL_000682,"Lectin","",Q01MB6,"","","",Oryza sativa Indica Group,39946,""
GL_001340,"Beta-galactosidase 13","",Q7G3T8,"","","",Oryza sativa Japonica Group,39947,""
GL_003720,"Glucose-6-phosphate isomerase","",Q5WYE0,"","","",Legionella pneumophila str. Lens,297245,""
GL_000622,"Killer cell lectin-like receptor subfamily B member 1F","",Q63378,"","","",Rattus norvegicus,10116,""
GL_003832,"ATP-dependent 6-phosphofructokinase 1","",Q8XNH2,"","","",Clostridium perfringens str. 13,195102,""
GL_002339,"Outer capsid protein VP4","",P11193,"2DWR","","",Human rotavirus strain WA,10962,""
GL_005049,"Flavone synthase","",Q7XZQ8,"","","",Petroselinum crispum,4043,""
GL_002554,"Glucokinase","",B4SRZ6,"","","",Stenotrophomonas maltophilia R551-3,391008,""
GL_001688,"Lectin alpha chain (Fragments)","",P58909,"","","",Macropsychanthus violaceus,192415,""
GL_004078,"Glucose-6-phosphate isomerase","",Q63V31,"","","",Burkholderia pseudomallei K96243,272560,""
GL_004342,"ATP-dependent 6-phosphofructokinase","",Q5FKG6,"","","",Lactobacillus acidophilus NCFM,272621,""
GL_001597,"Glucans biosynthesis protein G","",B7MTI1,"","","",Escherichia coli ED1a,585397,""
GL_003866,"ATP-dependent 6-phosphofructokinase subunit beta","",Q03216,"","","",Kluyveromyces lactis NRRL Y-1140,284590,""
GL_000848,"Phospholipase A2 inhibitor","",B1A4N8,"","","",Bothrops jararaca,8724,""
GL_003109,"Mannose-binding protein A","",Q5U9S1,"","","",Sus scrofa,9823,""
GL_005123,"Hypoxia-inducible factor prolyl hydroxylase","",G5EBV0,"","","",Caenorhabditis elegans,6239,""
GL_003487,"Glucose-6-phosphate isomerase","",Q73K18,"","","",Treponema denticola ATCC 35405,243275,""
GL_002817,"N,N'-diacetylchitobiase","",P13670,"","","",Vibrio harveyi,669,""
GL_001052,"Putative L-type lectin-domain containing receptor kinase V.6","",Q9LEA3,"","","",Arabidopsis thaliana,3702,""
GL_001937,"29-kDa galactose-binding lectin","EW29",O96048,"2DRY|2DRZ|2DS0|2RST|2ZQN|2ZQO","LfDB0357","",Lumbricus terrestris,6398,""
GL_004476,"ATP-dependent 6-phosphofructokinase","",Q66GA8,"","","",Yersinia pseudotuberculosis IP 32953,273123,""
GL_003699,"Glucose-6-phosphate isomerase","",Q89A35,"","","",Buchnera aphidicola str. Bp (Baizongia pistaciae),224915,""
GL_000675,"Latrophilin Cirl","",B4P3A0,"","","",Drosophila yakuba,7245,""
GL_005310,"","",,"","","",,,""
GL_003307,"Acrosin","",P48038,"","","",Oryctolagus cuniculus,9986,""
GL_002654,"Hexokinase-2","",P50521,"","","",Schizosaccharomyces pombe 972h-,284812,""
GL_005125,"Prolyl 3-hydroxylase 2","",Q8CG71,"","","",Mus musculus,10090,""
GL_000172,"C-type lectin domain family 3 member A homolog","",Q66KU1,"","","",Xenopus laevis,8355,""
GL_002743,"Endoglucanase A","",P54937,"6Q1I","","",Clostridium longisporum,1523,""
GL_005047,"PKHD-type hydroxylase Smlt1146","",B2FRZ7,"","","",Stenotrophomonas maltophilia K279a,522373,""
GL_004320,"D-ribose pyranase","",Q9K6K0,"","","",Halalkalibacterium halodurans C-125,272558,""
GL_000273,"Calreticulin","",Q23858,"","","",Dictyostelium discoideum,44689,""
GL_003872,"Glucose-6-phosphate isomerase","",Q1BH79,"","","",Burkholderia orbicola AU 1054,331271,""
GL_004378,"ATP-dependent 6-phosphofructokinase isozyme 1","",B7LA13,"","","",Escherichia coli 55989,585055,""
GL_001711,"Maltose phosphorylase","",E6ENP7,"","","",Enterococcus faecalis TX4000,749493,""
GL_005157,"Alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase","",Q45423,"","","",Burkholderia sp. RASC,69003,""
GL_003982,"Glucose-6-phosphate isomerase","",B4RX41,"","","",Alteromonas mediterranea DE,1774373,""
GL_002247,"Putative F17-like fimbril adhesin subunit","",Q8GA71,"5VQ5|7MZP","","",Escherichia coli,562,""
GL_000717,"Lectin alpha chain","",P07442,"","","",Lathyrus clymenum,3855,""
GL_002417,"Lectin 2","EEA|EEL",B3SV75,"","LfDB0222","Others",Euonymus europaeus,123417,""
GL_001169,"Versican core protein","",P13611,"","","",Homo sapiens,9606,""
GL_001819,"Rhamnogalacturonate lyase A (Fragment)","",Q8NJK5,"","","",Aspergillus niger,5061,""
GL_002199,"Erythrocyte binding antigen region II (Fragment)","",Q25735,"1ZRL|1ZRO","","",Plasmodium falciparum,5833,""
GL_001933,"Mannose recognizing lectin","",I7H471,"4PDT|4TKC","","",Marasmius oreades,181124,""
GL_000423,"G-type lectin S-receptor-like serine/threonine-protein kinase At1g61430","",O64777,"","","",Arabidopsis thaliana,3702,""
GL_001984,"Asialoglycoprotein receptor 1","",P02706,"","","",Rattus norvegicus,10116,""
GL_002573,"Glucokinase","",A6TC33,"","","",Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620,""
GL_002924,"Probable 1,4-beta-D-glucan cellobiohydrolase C","",A1DJQ7,"","","",Aspergillus fischeri NRRL 181,331117,""
GL_001622,"Glucans biosynthesis protein G (Fragment)","",P20400,"","","",Pseudomonas syringae pv. syringae,321,""
GL_003533,"D-ribose pyranase","",C5CL95,"","","",Variovorax paradoxus S110,543728,""
GL_001855,"Transcriptional regulator LsrR","",A8A065,"","","",Escherichia coli HS,331112,""
GL_000189,"C-type lectin domain family 4 member K","",Q9UJ71,"3C22|3KQG|3P5D|3P5E|3P5F|3P5G|3P5H|3P5I|3P7F|3P7G|3P7H|4AK8|4N32|4N33|4N34|4N35|4N36|4N37|4N38|5G6U|7WZ8|7YTQ","","",Homo sapiens,9606,"1842|5090"
GL_003882,"ATP-dependent 6-phosphofructokinase","",Q5WEF6,"","","",Shouchella clausii KSM-K16,66692,""
GL_001743,"Pleiotrophin","",P63090,"","","",Rattus norvegicus,10116,""
GL_001127,"Sialoadhesin","",Q9BZZ2,"","","",Homo sapiens,9606,""
GL_001010,"Pulmonary surfactant-associated protein A","",Q6RXL1,"","","",Bos taurus,9913,""
GL_001796,"Pullulanase","",P07206,"2YOC","","",Klebsiella pneumoniae,573,""
GL_001453,"Endoglucanase B","",P06565,"","","",Evansella cellulosilytica DSM 2522,649639,""
GL_000945,"Probable L-type lectin-domain containing receptor kinase I.2","",Q7FK82,"","","",Arabidopsis thaliana,3702,""
GL_000210,"C-type lectin domain-containing protein 87","",Q9XVS3,"","","",Caenorhabditis elegans,6239,""
GL_002184,"Hemagglutinin","",M4YV75,"4BSA|4BSB|4BSC|4BSD|4BSE|4BSF","","",Influenza A virus (A/Hangzhou/1/2013(H7N9)),1314758,""
GL_001125,"Sialoadhesin","",Q62230,"1OD7|1OD9|1ODA|1QFO|1QFP|1URL|2BVE","","",Mus musculus,10090,""
GL_001820,"Rhamnogalacturonate lyase B","",Q5AZ85,"","","",Aspergillus nidulans FGSC A4,227321,""
GL_004152,"Glucose-6-phosphate isomerase","",Q2LRD0,"","","",Syntrophus aciditrophicus SB,56780,""
GL_000173,"C-type lectin domain family 4 member A","",Q9QZ15,"","","",Mus musculus,10090,""
GL_003669,"Glucose-6-phosphate isomerase","",Q0TN51,"","","",Clostridium perfringens ATCC 13124,195103,""
GL_003815,"D-ribose pyranase","",Q1CNU0,"","","",Yersinia pestis Nepal516,377628,""
GL_003118,"Collectin-11","",Q7T0T0,"","","",Xenopus laevis,8355,""
GL_004252,"Glucose-6-phosphate isomerase","",Q1IYT4,"","","",Deinococcus geothermalis DSM 11300,319795,""
GL_002071,"Regenerating islet-derived protein 4","",Q68AX7,"","","",Rattus norvegicus,10116,""
GL_001313,"Beta-galactosidase","",B1J0T5,"","","",Escherichia coli ATCC 8739,481805,""
GL_001424,"D-galactose/methyl-galactoside binding periplasmic protein MglB","",P0AEE7,"","","",Shigella flexneri,623,""
GL_005155,"Flavonol synthase 1","",A0A4D6Q440,"","","",Crocosmia x crocosmiiflora,1053288,""
GL_001966,"Lectin 1","Heltuba",Q9ZQY5,"1C3K|1C3M|1C3N","LfDB0158","Glc|Man",Helianthus tuberosus,4233,""
GL_004245,"ATP-dependent 6-phosphofructokinase","",Q97RC6,"","","",Streptococcus pneumoniae TIGR4,170187,""
GL_005227,"PKHD-type hydroxylase YbiX","",B1IXG4,"","","",Escherichia coli ATCC 8739,481805,""
GL_000233,"C-type lectin mannose-binding isoform","",D2YVK5,"","","",Notechis scutatus scutatus,70142,""
GL_001343,"Beta-galactosidase 15","",Q9C6W4,"","","",Arabidopsis thaliana,3702,""
GL_003251,"C-type lectin domain family 17, member A","",Q6ZS10,"","","",Homo sapiens,9606,""
GL_003524,"Glucose-6-phosphate isomerase","",Q3KLX6,"","","",Chlamydia trachomatis A/HAR-13,315277,""
GL_000194,"C-type lectin domain family 6 member A","",Q3LUH2,"","","",Bos taurus,9913,""
GL_003733,"Glucose-6-phosphate isomerase","",A1TEQ0,"","","",Mycolicibacterium vanbaalenii PYR-1,350058,""
GL_001074,"Ribosome-inactivating protein SNAI","SNA|SNA-I",Q41358,"","LfDB0233","NeuAc",Sambucus nigra,4202,""
GL_002686,"Glucokinase","",Q8FV09,"","","",Brucella suis 1330,204722,""
GL_003981,"Glucose-6-phosphate isomerase","",P0CD72,"","","",Chlamydia trachomatis D/UW-3/CX,272561,""
GL_004023,"ATP-dependent 6-phosphofructokinase","",Q0I267,"","","",Histophilus somni 129PT,205914,""
GL_001132,"Sperm receptor for egg jelly","",Q26627,"","","",Strongylocentrotus purpuratus,7668,""
GL_002903,"Endoglucanase E-4","",P26221,"1JS4|1TF4|3TF4|4TF4","","",Thermobifida fusca,2021,""
GL_002335,"Botulinum neurotoxin type A","",P0DPI0,"1XTF|1XTG|2ILP|2IMA|2IMB|2IMC|2ISE|2ISG|2ISH|2VU9|2VUA|2W2D|3BOK|3BON|3BOO|3V0A|3V0B|3V0C|3ZUR|3ZUS|4HEV|4IQP|4JRA|5JLV|5JMC|5MK6|5MK7|5TPB|5TPC|5V8P|5V8R|5V8U|5VGV|5VGX|6DKK|6MHJ|6XCB|6XCC|6XCD|6XCE|6XCF|7KYF|7KYH|7LZP|7M1H","","",Clostridium botulinum,1491,""
GL_002650,"Glucokinase","",Q55855,"","","",Synechocystis sp. PCC 6803 substr. Kazusa,1111708,""
GL_001769,"Probable rhamnogalacturonate lyase A","",Q2U0Q1,"","","",Aspergillus oryzae RIB40,510516,""
GL_002659,"Hexokinase-3","",Q9LPS1,"","","",Arabidopsis thaliana,3702,""
GL_003725,"D-ribose pyranase","",C6BY79,"","","",Maridesulfovibrio salexigens DSM 2638,526222,""
GL_003156,"GLC7-interacting protein 2","",P40036,"","","",Saccharomyces cerevisiae S288C,559292,""
GL_004218,"Glucose-6-phosphate isomerase","",P06744,"1IAT|1IRI|1JIQ|1JLH|1NUH|6XUH|6XUI|8BBH|8P2K","","",Homo sapiens,9606,""
GL_001884,"Uncharacterized protein YihR","",P32139,"","","",Escherichia coli K-12,83333,""
GL_002069,"Regenerating islet-derived protein 4","",Q9BYZ8,"2KV3","","",Homo sapiens,9606,""
GL_000267,"Calreticulin","",Q06814,"","","",Schistosoma mansoni,6183,""
GL_000750,"Lectin-like protein BA14k","",Q7CNS4,"","","",Brucella melitensis bv. 1 str. 16M,224914,""
GL_005271,"Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3","",Q5R6K5,"","","",Pongo abelii,9601,""
GL_001379,"BOS complex subunit NOMO3","",P69849,"","","",Homo sapiens,9606,""
GL_000090,"Bark leucoagglutinin (Fragment)","",P93248,"","","",Maackia amurensis,37501,""
GL_002167,"Lectin 2","",H6CS64,"4TQJ|4TQK|4TQM","","",Cyclocybe aegerita,1973307,""
GL_003657,"ATP-dependent 6-phosphofructokinase","",B0BQ64,"","","",Actinobacillus pleuropneumoniae serovar 3 str. JL03,434271,""
GL_003426,"Glucose-6-phosphate isomerase","",B5F1P0,"","","",Salmonella enterica subsp. enterica serovar Agona str. SL483,454166,""
GL_000274,"Calreticulin","",P15253,"","","",Oryctolagus cuniculus,9986,""
GL_001686,"Lectin alpha chain","",P58907,"3RRD|3RS6|5UUY","","",Dioclea virgata,167618,""
GL_000557,"Intelectin-1a","",O88310,"","","",Mus musculus,10090,""
GL_000850,"Phospholipase A2 inhibitor","",B1A4N2,"","","",Bothrops erythromelas,44710,""
GL_004913,"PKHD-type hydroxylase tll1907","",Q8DHN8,"","","",Thermosynechococcus vestitus BP-1,197221,""
GL_003676,"D-ribose pyranase","",Q6LH12,"","","",Photobacterium profundum SS9,298386,""
GL_001283,"Beta-galactosidase","",Q8D4H3,"","","",Vibrio vulnificus CMCP6,216895,""
GL_003410,"D-ribose pyranase","",C4ZZ26,"","","",Escherichia coli BW2952,595496,""
GL_001594,"Glucans biosynthesis protein G","",B7MIJ0,"","","",Escherichia coli S88,585035,""
GL_001931,"Lectin Alpha chain","",H2L2M6,"3USU|4M3C","","",Butea monosperma,56060,""
GL_001341,"Beta-galactosidase 14","",Q7XFK2,"","","",Oryza sativa Japonica Group,39947,""
GL_003498,"Probable glucose-6-phosphate isomerase","",Q18FQ4,"","","",Haloquadratum walsbyi DSM 16790,362976,""
GL_004083,"Glucose-6-phosphate isomerase","",A3DBX9,"","","",Acetivibrio thermocellus ATCC 27405,203119,""
GL_004721,"N-acetylmuramic acid 6-phosphate etherase","",A7FTM1,"","","",Clostridium botulinum A str. ATCC 19397,441770,""
GL_001291,"Beta-galactosidase","",Q04F24,"","","",Oenococcus oeni PSU-1,203123,""
GL_004625,"Early E3 18.5 kDa glycoprotein","",P68981,"","","",Human adenovirus 35,10522,""
GL_003702,"Glucose-6-phosphate isomerase","",C4L8P1,"","","",Tolumonas auensis DSM 9187,595494,""
GL_001672,"Kojibiose phosphorylase","",P77154,"","","",Escherichia coli K-12,83333,""
GL_002100,"Outer capsid protein VP4","",A0A2U8JDD5,"5YMU","","",Rotavirus A,28875,""
GL_003661,"Glucose-6-phosphate isomerase","",Q03ML5,"","","",Streptococcus thermophilus LMD-9,322159,""
GL_002545,"Glucokinase","",Q0TF72,"","","",Escherichia coli 536,362663,""
GL_000510,"Galectin-8","",Q62665,"","","",Rattus norvegicus,10116,""
GL_005003,"Transmembrane prolyl 4-hydroxylase","",Q8BG58,"","","",Mus musculus,10090,""
GL_001968,"Chitin-binding lectin","DSA|DSL",A0A089ZWN7,"","LfDB0162","GlcNAc",Datura stramonium,4076,""
GL_005300,"Beta-agarase AgaA","",Q6F4N4,"3WZ1","","",Microbulbifer thermotolerans,252514,""
GL_001777,"Probable rhamnogalacturonate lyase B","",Q4WR79,"","","",Aspergillus fumigatus Af293,330879,""
GL_001642,"Glycogen phosphorylase, liver form","",P09811,"","","",Rattus norvegicus,10116,""
GL_000743,"Lectin-like protein At3g16530","",Q9LK72,"","","",Arabidopsis thaliana,3702,""
GL_001908,"Wisteria floribunda agglutinin","",A0A1D5B395,"5KXB|5KXC|5KXE","","",Wisteria floribunda,3922,""
GL_004549,"Maltose/maltodextrin-binding periplasmic protein","",P18815,"","","",Klebsiella aerogenes,548,""
GL_005280,"Prolyl 4-hydroxylase subunit alpha-3","",Q7Z4N8,"","","",Homo sapiens,9606,""
GL_004862,"N-acetylmuramic acid 6-phosphate etherase","",B1WPP6,"","","",Crocosphaera subtropica ATCC 51142,43989,""
GL_000844,"Perivitellin-2 31 kDa subunit","",P0C8G7,"","","",Pomacea canaliculata,400727,""
GL_001898,"Zona pellucida sperm-binding protein 3","",P48832,"","","",Felis catus,9685,""
GL_004328,"Glucose-6-phosphate isomerase","",B2S928,"","","",Brucella abortus S19,430066,""
GL_005140,"PKHD-type hydroxylase KPN78578_12210","",A6T7W1,"","","",Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620,""
GL_004159,"D-ribose pyranase","",A9MXC5,"","","",Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,1016998,""
GL_000275,"Calreticulin","",Q8K3H7,"","","",Cricetulus griseus,10029,""
GL_004136,"Glucose-6-phosphate isomerase","",B5BJU4,"","","",Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601,554290,""
GL_003833,"D-ribose pyranase","",C5CEY9,"","","",Kosmotoga olearia TBF 19.5.1,521045,""
GL_005109,"PKHD-type hydroxylase Mfla_2317","",Q1GYV3,"","","",Methylobacillus flagellatus KT,265072,""
GL_000604,"Killer cell lectin-like receptor 3","",Q64329,"1P1Z|1P4L|3C8J|3C8K|5J6G","","",Mus musculus,10090,""
GL_004538,"Sulfoquinovosyl glycerol-binding protein SmoF","",A9CEY9,"7NBZ|7OFY|7QHV|7YZS|7YZU|8S5B","","",Agrobacterium fabrum str. C58,176299,""
GL_002344,"Mannose/glucose-specific lectin alpha 1 chain","",P12306,"1LOA|1LOB|1LOC|1LOD|1LOE|1LOF|1LOG","","",Lathyrus ochrus,3858,""
GL_000199,"C-type lectin domain family 9 member A","",Q6UXN8,"3VPP","","",Homo sapiens,9606,""
GL_003331,"CD209 antigen","",Q8HY02,"","","",Symphalangus syndactylus,9590,""
GL_004944,"2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2","",Q6N063,"","","",Homo sapiens,9606,""
GL_002163,"Tailspike protein","",G3M189,"4OJ5|4OJ6|4OJL|4OJO|4OJP","","",Escherichia phage Cba120,2886902,""
GL_004166,"Glucose-6-phosphate isomerase","",Q31AX5,"","","",Prochlorococcus marinus str. MIT 9312,74546,""
GL_002520,"Bifunctional protein glk","",Q62HW8,"","","",Burkholderia mallei ATCC 23344,243160,""
GL_002641,"Hexokinase","",P50506,"","","",Schwanniomyces occidentalis,27300,""
GL_002157,"Lectin","",E7E2M2,"6KBJ|6KBQ|6KC2|6LI7|6LIK|6T0Q|6T1D","","",Pleurotus ostreatus,5322,""
GL_000312,"Chitinase-3-like protein 1","",Q7YS85,"1TFV|2O9O|2QF8|4MAV|4ML4|4MPK|4MTV|4NSB|4Q7N|5Z05|5Z3S|5Z4W","","",Bubalus bubalis,89462,""
GL_003796,"Glucose-6-phosphate isomerase","",A8G4T6,"","","",Prochlorococcus marinus str. MIT 9215,93060,""
GL_003363,"Glucose-6-phosphate isomerase","",Q9HGZ2,"","","",Aspergillus oryzae RIB40,510516,""
GL_002867,"Xyloglucan endotransglucosylase protein 8","",A0A067YMX8,"","","",Diospyros kaki,35925,""
GL_003130,"ATP-dependent 6-phosphofructokinase","",P0DOB6,"","","",Lactococcus lactis subsp. lactis,1360,""
GL_004741,"Solute-binding protein Bamb_6123","",Q0B2F6,"4LN5|4N15|4N17","","",Burkholderia ambifaria AMMD,339670,""
GL_000477,"Galectin-1","",P48538,"","","",Cricetulus griseus,10029,""
GL_003014,"Probable 1,4-beta-D-glucan cellobiohydrolase B","",A2QAI7,"","","",Aspergillus niger CBS 513.88,425011,""
GL_003750,"Glucose-6-phosphate isomerase","",Q5X6Y8,"","","",Legionella pneumophila str. Paris,297246,""
GL_000198,"C-type lectin domain family 7 member A","",Q6QLQ4,"2BPD|2BPE|2BPH|2CL8","","",Mus musculus,10090,""
GL_001987,"Asialoglycoprotein receptor 2","",P24721,"","","",Mus musculus,10090,""
GL_004531,"Solute carrier family 2, facilitated glucose transporter member 5","",P22732,"","","",Homo sapiens,9606,""
GL_000062,"Anti-H(O) lectin 2","",P22973,"1QNW","","",Ulex europaeus,3902,""
GL_003667,"Glucose-6-phosphate isomerase","",Q1JNM4,"","","",Streptococcus pyogenes MGAS9429,370551,""
GL_003606,"Glucose-6-phosphate isomerase","",Q0HS71,"","","",Shewanella sp. MR-7,60481,""
GL_001140,"Tectonin beta-propeller repeat-containing protein","",Q9VWB0,"","","",Drosophila melanogaster,7227,""
GL_002270,"25 kDa protein elicitor","",Q9SPD4,"3GNU|3GNZ|5NNW|5NO9|6QBD","","",Pythium aphanidermatum,65070,""
GL_000840,"Oxidized low-density lipoprotein receptor 1","",Q9XTA8,"","","",Oryctolagus cuniculus,9986,""
GL_003939,"Glucose-6-phosphate isomerase","",A8FGU0,"","","",Bacillus pumilus SAFR-032,315750,""
GL_000356,"E-selectin","",P27113,"","","",Oryctolagus cuniculus,9986,""
GL_001535,"Glucans biosynthesis protein D","",Q32FN2,"","","",Shigella dysenteriae Sd197,300267,""
GL_002782,"Endoglucanase E1","",P54583,"1ECE|1VRX","","",Acidothermus cellulolyticus 11B,351607,""
GL_002065,"Regenerating islet-derived protein 3-beta","",P35230,"","","",Mus musculus,10090,""
GL_002488,"Glycogen [starch] synthase, muscle","",Q9Z1E4,"","","",Mus musculus,10090,""
GL_004597,"Antifungal protein ginkbilobin-like protein 2","",D5A8I3,"","","",Picea sitchensis,3332,""
GL_004223,"Glucose-6-phosphate isomerase (Fragment)","",P77877,"","","",Klebsiella oxytoca,571,""
GL_002724,"Mannose-binding protein A","",P39039,"","","",Mus musculus,10090,""
GL_002257,"Fucose-binding lectin protein","",Q8XXK6,"2BS6|2BT9|4CSD|6STZ|6SU0","","",Ralstonia pseudosolanacearum GMI1000,267608,"2379|2404|3014|3015"
GL_003965,"D-ribose pyranase","",A2RJD5,"","","",Lactococcus cremoris subsp. cremoris MG1363,416870,""
GL_004054,"D-ribose pyranase","",Q0SYV0,"","","",Shigella flexneri 5 str. 8401,373384,""
GL_004891,"N-acetylmuramic acid 6-phosphate etherase","",B7VJM5,"","","",Vibrio atlanticus LGP32,575788,""
GL_001183,"1,4-alpha-glucan-branching enzyme","",Q04446,"4BZY|5CLT|5CLW","","",Homo sapiens,9606,""
GL_004535,"Uncharacterized ABC transporter extracellular-binding protein PH1214","",O58969,"","","",Pyrococcus horikoshii OT3,70601,""
GL_002166,"Major capsid protein","",G8FL04,"4P12|4P1V|4P25|4P26|4P2N|4P3I|6OU9","","",Norovirus Hu/GI.7/TCH-060/USA/2003,1097017,""
GL_003001,"Probable 1,4-beta-D-glucan cellobiohydrolase C","",A1CCN4,"","","",Aspergillus clavatus NRRL 1,344612,""
GL_001286,"Beta-galactosidase","",P49676,"","","",Brassica oleracea,3712,""
GL_004350,"D-ribose pyranase","",Q4ZUH3,"","","",Pseudomonas syringae pv. syringae B728a,205918,""
GL_003338,"CD209 antigen-like protein 2","",Q8MIS5,"","","",Macaca mulatta,9544,""
GL_004057,"Glucose-6-phosphate isomerase","",Q3M6S3,"","","",Trichormus variabilis ATCC 29413,240292,""
GL_002614,"Glucose 1-dehydrogenase 2","",F0QYK7,"","","",Vulcanisaeta moutnovskia 768-28,985053,""
GL_002222,"Fiber","",Q64822,"1UXB","","",Human adenovirus 19,28278,""
GL_003578,"ATP-dependent 6-phosphofructokinase","",B4U2M2,"","","",Streptococcus equi subsp. zooepidemicus MGCS10565,552526,""
GL_001472,"Erythritol/L-threitol dehydrogenase","",A0QXD8,"","","",Mycolicibacterium smegmatis MC2 155,246196,""
